ligand	receptor	ligand_uniprot	receptor_uniprot database
GLS_SLC1A7	GRIA3	COMPLEX:O00341_O94925	P42263	Cpdb_v4.1
GLS2_SLC17A6	GRIA3	COMPLEX:Q9P2U8_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC17A7	GRIA3	COMPLEX:Q9P2U7_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC17A8	GRIA3	COMPLEX:Q8NDX2_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC1A1	GRIA3	COMPLEX:P43005_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC1A2	GRIA3	COMPLEX:P43004_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC1A3	GRIA3	COMPLEX:P43003_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC1A6	GRIA3	COMPLEX:P48664_Q9UI32	P42263	Cpdb_v4.1
GLS2_SLC1A7	GRIA3	COMPLEX:O00341_Q9UI32	P42263	Cpdb_v4.1
GLS_SLC17A6	GRIA4	COMPLEX:O94925_Q9P2U8	P48058	Cpdb_v4.1
GLS_SLC17A7	GRIA4	COMPLEX:O94925_Q9P2U7	P48058	Cpdb_v4.1
GLS_SLC17A8	GRIA4	COMPLEX:O94925_Q8NDX2	P48058	Cpdb_v4.1
GLS_SLC1A1	GRIA4	COMPLEX:O94925_P43005	P48058	Cpdb_v4.1
GLS_SLC1A2	GRIA4	COMPLEX:O94925_P43004	P48058	Cpdb_v4.1
GLS_SLC1A3	GRIA4	COMPLEX:O94925_P43003	P48058	Cpdb_v4.1
GLS_SLC1A6	GRIA4	COMPLEX:O94925_P48664	P48058	Cpdb_v4.1
GLS_SLC1A7	GRIA4	COMPLEX:O00341_O94925	P48058	Cpdb_v4.1
GLS2_SLC17A6	GRIA4	COMPLEX:Q9P2U8_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC17A7	GRIA4	COMPLEX:Q9P2U7_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC17A8	GRIA4	COMPLEX:Q8NDX2_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC1A1	GRIA4	COMPLEX:P43005_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC1A2	GRIA4	COMPLEX:P43004_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC1A3	GRIA4	COMPLEX:P43003_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC1A6	GRIA4	COMPLEX:P48664_Q9UI32	P48058	Cpdb_v4.1
GLS2_SLC1A7	GRIA4	COMPLEX:O00341_Q9UI32	P48058	Cpdb_v4.1
GLS_SLC17A6	GRIK1	COMPLEX:O94925_Q9P2U8	P39086	Cpdb_v4.1
GLS_SLC17A7	GRIK1	COMPLEX:O94925_Q9P2U7	P39086	Cpdb_v4.1
GLS_SLC17A8	GRIK1	COMPLEX:O94925_Q8NDX2	P39086	Cpdb_v4.1
GLS_SLC1A1	GRIK1	COMPLEX:O94925_P43005	P39086	Cpdb_v4.1
GLS_SLC1A2	GRIK1	COMPLEX:O94925_P43004	P39086	Cpdb_v4.1
GLS_SLC1A3	GRIK1	COMPLEX:O94925_P43003	P39086	Cpdb_v4.1
GLS_SLC1A6	GRIK1	COMPLEX:O94925_P48664	P39086	Cpdb_v4.1
GLS_SLC1A7	GRIK1	COMPLEX:O00341_O94925	P39086	Cpdb_v4.1
GLS2_SLC17A6	GRIK1	COMPLEX:Q9P2U8_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC17A7	GRIK1	COMPLEX:Q9P2U7_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC17A8	GRIK1	COMPLEX:Q8NDX2_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC1A1	GRIK1	COMPLEX:P43005_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC1A2	GRIK1	COMPLEX:P43004_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC1A3	GRIK1	COMPLEX:P43003_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC1A6	GRIK1	COMPLEX:P48664_Q9UI32	P39086	Cpdb_v4.1
GLS2_SLC1A7	GRIK1	COMPLEX:O00341_Q9UI32	P39086	Cpdb_v4.1
GLS_SLC17A6	GRIK2	COMPLEX:O94925_Q9P2U8	Q13002	Cpdb_v4.1
GLS_SLC17A7	GRIK2	COMPLEX:O94925_Q9P2U7	Q13002	Cpdb_v4.1
GLS_SLC17A8	GRIK2	COMPLEX:O94925_Q8NDX2	Q13002	Cpdb_v4.1
GLS_SLC1A1	GRIK2	COMPLEX:O94925_P43005	Q13002	Cpdb_v4.1
GLS_SLC1A2	GRIK2	COMPLEX:O94925_P43004	Q13002	Cpdb_v4.1
GLS_SLC1A3	GRIK2	COMPLEX:O94925_P43003	Q13002	Cpdb_v4.1
GLS_SLC1A6	GRIK2	COMPLEX:O94925_P48664	Q13002	Cpdb_v4.1
GLS_SLC1A7	GRIK2	COMPLEX:O00341_O94925	Q13002	Cpdb_v4.1
GLS2_SLC17A6	GRIK2	COMPLEX:Q9P2U8_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC17A7	GRIK2	COMPLEX:Q9P2U7_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC17A8	GRIK2	COMPLEX:Q8NDX2_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC1A1	GRIK2	COMPLEX:P43005_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC1A2	GRIK2	COMPLEX:P43004_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC1A3	GRIK2	COMPLEX:P43003_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC1A6	GRIK2	COMPLEX:P48664_Q9UI32	Q13002	Cpdb_v4.1
GLS2_SLC1A7	GRIK2	COMPLEX:O00341_Q9UI32	Q13002	Cpdb_v4.1
GLS_SLC17A6	GRIK3	COMPLEX:O94925_Q9P2U8	Q13003	Cpdb_v4.1
GLS_SLC17A7	GRIK3	COMPLEX:O94925_Q9P2U7	Q13003	Cpdb_v4.1
GLS_SLC17A8	GRIK3	COMPLEX:O94925_Q8NDX2	Q13003	Cpdb_v4.1
GLS_SLC1A1	GRIK3	COMPLEX:O94925_P43005	Q13003	Cpdb_v4.1
GLS_SLC1A2	GRIK3	COMPLEX:O94925_P43004	Q13003	Cpdb_v4.1
GLS_SLC1A3	GRIK3	COMPLEX:O94925_P43003	Q13003	Cpdb_v4.1
GLS_SLC1A6	GRIK3	COMPLEX:O94925_P48664	Q13003	Cpdb_v4.1
GLS_SLC1A7	GRIK3	COMPLEX:O00341_O94925	Q13003	Cpdb_v4.1
GLS2_SLC17A6	GRIK3	COMPLEX:Q9P2U8_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC17A7	GRIK3	COMPLEX:Q9P2U7_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC17A8	GRIK3	COMPLEX:Q8NDX2_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC1A1	GRIK3	COMPLEX:P43005_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC1A2	GRIK3	COMPLEX:P43004_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC1A3	GRIK3	COMPLEX:P43003_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC1A6	GRIK3	COMPLEX:P48664_Q9UI32	Q13003	Cpdb_v4.1
GLS2_SLC1A7	GRIK3	COMPLEX:O00341_Q9UI32	Q13003	Cpdb_v4.1
GLS_SLC17A6	GRM1	COMPLEX:O94925_Q9P2U8	Q13255	Cpdb_v4.1
GLS_SLC17A7	GRM1	COMPLEX:O94925_Q9P2U7	Q13255	Cpdb_v4.1
GLS_SLC17A8	GRM1	COMPLEX:O94925_Q8NDX2	Q13255	Cpdb_v4.1
GLS_SLC1A1	GRM1	COMPLEX:O94925_P43005	Q13255	Cpdb_v4.1
GLS_SLC1A2	GRM1	COMPLEX:O94925_P43004	Q13255	Cpdb_v4.1
GLS_SLC1A3	GRM1	COMPLEX:O94925_P43003	Q13255	Cpdb_v4.1
GLS_SLC1A6	GRM1	COMPLEX:O94925_P48664	Q13255	Cpdb_v4.1
GLS_SLC1A7	GRM1	COMPLEX:O00341_O94925	Q13255	Cpdb_v4.1
GLS2_SLC17A6	GRM1	COMPLEX:Q9P2U8_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC17A7	GRM1	COMPLEX:Q9P2U7_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC17A8	GRM1	COMPLEX:Q8NDX2_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC1A1	GRM1	COMPLEX:P43005_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC1A2	GRM1	COMPLEX:P43004_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC1A3	GRM1	COMPLEX:P43003_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC1A6	GRM1	COMPLEX:P48664_Q9UI32	Q13255	Cpdb_v4.1
GLS2_SLC1A7	GRM1	COMPLEX:O00341_Q9UI32	Q13255	Cpdb_v4.1
GLS_SLC17A6	GRM2	COMPLEX:O94925_Q9P2U8	Q14416	Cpdb_v4.1
GLS_SLC17A7	GRM2	COMPLEX:O94925_Q9P2U7	Q14416	Cpdb_v4.1
GLS_SLC17A8	GRM2	COMPLEX:O94925_Q8NDX2	Q14416	Cpdb_v4.1
GLS_SLC1A1	GRM2	COMPLEX:O94925_P43005	Q14416	Cpdb_v4.1
GLS_SLC1A2	GRM2	COMPLEX:O94925_P43004	Q14416	Cpdb_v4.1
GLS_SLC1A3	GRM2	COMPLEX:O94925_P43003	Q14416	Cpdb_v4.1
GLS_SLC1A6	GRM2	COMPLEX:O94925_P48664	Q14416	Cpdb_v4.1
GLS_SLC1A7	GRM2	COMPLEX:O00341_O94925	Q14416	Cpdb_v4.1
GLS2_SLC17A6	GRM2	COMPLEX:Q9P2U8_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC17A7	GRM2	COMPLEX:Q9P2U7_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC17A8	GRM2	COMPLEX:Q8NDX2_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC1A1	GRM2	COMPLEX:P43005_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC1A2	GRM2	COMPLEX:P43004_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC1A3	GRM2	COMPLEX:P43003_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC1A6	GRM2	COMPLEX:P48664_Q9UI32	Q14416	Cpdb_v4.1
GLS2_SLC1A7	GRM2	COMPLEX:O00341_Q9UI32	Q14416	Cpdb_v4.1
GLS_SLC17A6	GRM3	COMPLEX:O94925_Q9P2U8	Q14832	Cpdb_v4.1
GLS_SLC17A7	GRM3	COMPLEX:O94925_Q9P2U7	Q14832	Cpdb_v4.1
GLS_SLC17A8	GRM3	COMPLEX:O94925_Q8NDX2	Q14832	Cpdb_v4.1
GLS_SLC1A1	GRM3	COMPLEX:O94925_P43005	Q14832	Cpdb_v4.1
GLS_SLC1A2	GRM3	COMPLEX:O94925_P43004	Q14832	Cpdb_v4.1
GLS_SLC1A3	GRM3	COMPLEX:O94925_P43003	Q14832	Cpdb_v4.1
GLS_SLC1A6	GRM3	COMPLEX:O94925_P48664	Q14832	Cpdb_v4.1
GLS_SLC1A7	GRM3	COMPLEX:O00341_O94925	Q14832	Cpdb_v4.1
GLS2_SLC17A6	GRM3	COMPLEX:Q9P2U8_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC17A7	GRM3	COMPLEX:Q9P2U7_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC17A8	GRM3	COMPLEX:Q8NDX2_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC1A1	GRM3	COMPLEX:P43005_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC1A2	GRM3	COMPLEX:P43004_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC1A3	GRM3	COMPLEX:P43003_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC1A6	GRM3	COMPLEX:P48664_Q9UI32	Q14832	Cpdb_v4.1
GLS2_SLC1A7	GRM3	COMPLEX:O00341_Q9UI32	Q14832	Cpdb_v4.1
GLS_SLC17A6	GRM4	COMPLEX:O94925_Q9P2U8	Q14833	Cpdb_v4.1
GLS_SLC17A7	GRM4	COMPLEX:O94925_Q9P2U7	Q14833	Cpdb_v4.1
GLS_SLC17A8	GRM4	COMPLEX:O94925_Q8NDX2	Q14833	Cpdb_v4.1
GLS_SLC1A1	GRM4	COMPLEX:O94925_P43005	Q14833	Cpdb_v4.1
GLS_SLC1A2	GRM4	COMPLEX:O94925_P43004	Q14833	Cpdb_v4.1
GLS_SLC1A3	GRM4	COMPLEX:O94925_P43003	Q14833	Cpdb_v4.1
GLS_SLC1A6	GRM4	COMPLEX:O94925_P48664	Q14833	Cpdb_v4.1
GLS_SLC1A7	GRM4	COMPLEX:O00341_O94925	Q14833	Cpdb_v4.1
GLS2_SLC17A6	GRM4	COMPLEX:Q9P2U8_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC17A7	GRM4	COMPLEX:Q9P2U7_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC17A8	GRM4	COMPLEX:Q8NDX2_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC1A1	GRM4	COMPLEX:P43005_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC1A2	GRM4	COMPLEX:P43004_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC1A3	GRM4	COMPLEX:P43003_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC1A6	GRM4	COMPLEX:P48664_Q9UI32	Q14833	Cpdb_v4.1
GLS2_SLC1A7	GRM4	COMPLEX:O00341_Q9UI32	Q14833	Cpdb_v4.1
GLS_SLC17A6	GRM5	COMPLEX:O94925_Q9P2U8	P41594	Cpdb_v4.1
GLS_SLC17A7	GRM5	COMPLEX:O94925_Q9P2U7	P41594	Cpdb_v4.1
GLS_SLC17A8	GRM5	COMPLEX:O94925_Q8NDX2	P41594	Cpdb_v4.1
GLS_SLC1A1	GRM5	COMPLEX:O94925_P43005	P41594	Cpdb_v4.1
GLS_SLC1A2	GRM5	COMPLEX:O94925_P43004	P41594	Cpdb_v4.1
GLS_SLC1A3	GRM5	COMPLEX:O94925_P43003	P41594	Cpdb_v4.1
GLS_SLC1A6	GRM5	COMPLEX:O94925_P48664	P41594	Cpdb_v4.1
GLS_SLC1A7	GRM5	COMPLEX:O00341_O94925	P41594	Cpdb_v4.1
GLS2_SLC17A6	GRM5	COMPLEX:Q9P2U8_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC17A7	GRM5	COMPLEX:Q9P2U7_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC17A8	GRM5	COMPLEX:Q8NDX2_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC1A1	GRM5	COMPLEX:P43005_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC1A2	GRM5	COMPLEX:P43004_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC1A3	GRM5	COMPLEX:P43003_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC1A6	GRM5	COMPLEX:P48664_Q9UI32	P41594	Cpdb_v4.1
GLS2_SLC1A7	GRM5	COMPLEX:O00341_Q9UI32	P41594	Cpdb_v4.1
GLS_SLC17A6	GRM6	COMPLEX:O94925_Q9P2U8	O15303	Cpdb_v4.1
GLS_SLC17A7	GRM6	COMPLEX:O94925_Q9P2U7	O15303	Cpdb_v4.1
GLS_SLC17A8	GRM6	COMPLEX:O94925_Q8NDX2	O15303	Cpdb_v4.1
GLS_SLC1A1	GRM6	COMPLEX:O94925_P43005	O15303	Cpdb_v4.1
GLS_SLC1A2	GRM6	COMPLEX:O94925_P43004	O15303	Cpdb_v4.1
GLS_SLC1A3	GRM6	COMPLEX:O94925_P43003	O15303	Cpdb_v4.1
GLS_SLC1A6	GRM6	COMPLEX:O94925_P48664	O15303	Cpdb_v4.1
GLS_SLC1A7	GRM6	COMPLEX:O00341_O94925	O15303	Cpdb_v4.1
GLS2_SLC17A6	GRM6	COMPLEX:Q9P2U8_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC17A7	GRM6	COMPLEX:Q9P2U7_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC17A8	GRM6	COMPLEX:Q8NDX2_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC1A1	GRM6	COMPLEX:P43005_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC1A2	GRM6	COMPLEX:P43004_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC1A3	GRM6	COMPLEX:P43003_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC1A6	GRM6	COMPLEX:P48664_Q9UI32	O15303	Cpdb_v4.1
GLS2_SLC1A7	GRM6	COMPLEX:O00341_Q9UI32	O15303	Cpdb_v4.1
GLS_SLC17A6	GRM7	COMPLEX:O94925_Q9P2U8	Q14831	Cpdb_v4.1
GLS_SLC17A7	GRM7	COMPLEX:O94925_Q9P2U7	Q14831	Cpdb_v4.1
GLS_SLC17A8	GRM7	COMPLEX:O94925_Q8NDX2	Q14831	Cpdb_v4.1
GLS_SLC1A1	GRM7	COMPLEX:O94925_P43005	Q14831	Cpdb_v4.1
GLS_SLC1A2	GRM7	COMPLEX:O94925_P43004	Q14831	Cpdb_v4.1
GLS_SLC1A3	GRM7	COMPLEX:O94925_P43003	Q14831	Cpdb_v4.1
GLS_SLC1A6	GRM7	COMPLEX:O94925_P48664	Q14831	Cpdb_v4.1
GLS_SLC1A7	GRM7	COMPLEX:O00341_O94925	Q14831	Cpdb_v4.1
GLS2_SLC17A6	GRM7	COMPLEX:Q9P2U8_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC17A7	GRM7	COMPLEX:Q9P2U7_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC17A8	GRM7	COMPLEX:Q8NDX2_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC1A1	GRM7	COMPLEX:P43005_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC1A2	GRM7	COMPLEX:P43004_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC1A3	GRM7	COMPLEX:P43003_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC1A6	GRM7	COMPLEX:P48664_Q9UI32	Q14831	Cpdb_v4.1
GLS2_SLC1A7	GRM7	COMPLEX:O00341_Q9UI32	Q14831	Cpdb_v4.1
GLS_SLC17A6	GRM8	COMPLEX:O94925_Q9P2U8	O00222	Cpdb_v4.1
GLS_SLC17A7	GRM8	COMPLEX:O94925_Q9P2U7	O00222	Cpdb_v4.1
GLS_SLC17A8	GRM8	COMPLEX:O94925_Q8NDX2	O00222	Cpdb_v4.1
GLS_SLC1A1	GRM8	COMPLEX:O94925_P43005	O00222	Cpdb_v4.1
GLS_SLC1A2	GRM8	COMPLEX:O94925_P43004	O00222	Cpdb_v4.1
GLS_SLC1A3	GRM8	COMPLEX:O94925_P43003	O00222	Cpdb_v4.1
GLS_SLC1A6	GRM8	COMPLEX:O94925_P48664	O00222	Cpdb_v4.1
GLS_SLC1A7	GRM8	COMPLEX:O00341_O94925	O00222	Cpdb_v4.1
GLS2_SLC17A6	GRM8	COMPLEX:Q9P2U8_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC17A7	GRM8	COMPLEX:Q9P2U7_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC17A8	GRM8	COMPLEX:Q8NDX2_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC1A1	GRM8	COMPLEX:P43005_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC1A2	GRM8	COMPLEX:P43004_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC1A3	GRM8	COMPLEX:P43003_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC1A6	GRM8	COMPLEX:P48664_Q9UI32	O00222	Cpdb_v4.1
GLS2_SLC1A7	GRM8	COMPLEX:O00341_Q9UI32	O00222	Cpdb_v4.1
SLC18A1_TPH1	HTR1A	COMPLEX:P17752_P54219	P08908	Cpdb_v4.1
SLC18A2_TPH1	HTR1A	COMPLEX:P17752_Q05940	P08908	Cpdb_v4.1
SLC6A4_TPH1	HTR1A	COMPLEX:P17752_P31645	P08908	Cpdb_v4.1
SLC18A1_TPH2	HTR1A	COMPLEX:P54219_Q8IWU9	P08908	Cpdb_v4.1
SLC18A2_TPH2	HTR1A	COMPLEX:Q05940_Q8IWU9	P08908	Cpdb_v4.1
SLC6A4_TPH2	HTR1A	COMPLEX:P31645_Q8IWU9	P08908	Cpdb_v4.1
SLC18A1_TPH1	HTR1B	COMPLEX:P17752_P54219	P28222	Cpdb_v4.1
SLC18A2_TPH1	HTR1B	COMPLEX:P17752_Q05940	P28222	Cpdb_v4.1
SLC6A4_TPH1	HTR1B	COMPLEX:P17752_P31645	P28222	Cpdb_v4.1
SLC18A1_TPH2	HTR1B	COMPLEX:P54219_Q8IWU9	P28222	Cpdb_v4.1
SLC18A2_TPH2	HTR1B	COMPLEX:Q05940_Q8IWU9	P28222	Cpdb_v4.1
SLC6A4_TPH2	HTR1B	COMPLEX:P31645_Q8IWU9	P28222	Cpdb_v4.1
SLC18A1_TPH1	HTR1D	COMPLEX:P17752_P54219	P28221	Cpdb_v4.1
SLC18A2_TPH1	HTR1D	COMPLEX:P17752_Q05940	P28221	Cpdb_v4.1
SLC6A4_TPH1	HTR1D	COMPLEX:P17752_P31645	P28221	Cpdb_v4.1
SLC18A1_TPH2	HTR1D	COMPLEX:P54219_Q8IWU9	P28221	Cpdb_v4.1
SLC18A2_TPH2	HTR1D	COMPLEX:Q05940_Q8IWU9	P28221	Cpdb_v4.1
SLC6A4_TPH2	HTR1D	COMPLEX:P31645_Q8IWU9	P28221	Cpdb_v4.1
SLC18A1_TPH1	HTR1E	COMPLEX:P17752_P54219	P28566	Cpdb_v4.1
SLC18A2_TPH1	HTR1E	COMPLEX:P17752_Q05940	P28566	Cpdb_v4.1
SLC6A4_TPH1	HTR1E	COMPLEX:P17752_P31645	P28566	Cpdb_v4.1
SLC18A1_TPH2	HTR1E	COMPLEX:P54219_Q8IWU9	P28566	Cpdb_v4.1
SLC18A2_TPH2	HTR1E	COMPLEX:Q05940_Q8IWU9	P28566	Cpdb_v4.1
SLC6A4_TPH2	HTR1E	COMPLEX:P31645_Q8IWU9	P28566	Cpdb_v4.1
SLC18A1_TPH1	HTR1F	COMPLEX:P17752_P54219	P30939	Cpdb_v4.1
SLC18A2_TPH1	HTR1F	COMPLEX:P17752_Q05940	P30939	Cpdb_v4.1
SLC6A4_TPH1	HTR1F	COMPLEX:P17752_P31645	P30939	Cpdb_v4.1
SLC18A1_TPH2	HTR1F	COMPLEX:P54219_Q8IWU9	P30939	Cpdb_v4.1
SLC18A2_TPH2	HTR1F	COMPLEX:Q05940_Q8IWU9	P30939	Cpdb_v4.1
SLC6A4_TPH2	HTR1F	COMPLEX:P31645_Q8IWU9	P30939	Cpdb_v4.1
SLC18A1_TPH1	HTR2A	COMPLEX:P17752_P54219	P28223	Cpdb_v4.1
SLC18A2_TPH1	HTR2A	COMPLEX:P17752_Q05940	P28223	Cpdb_v4.1
SLC6A4_TPH1	HTR2A	COMPLEX:P17752_P31645	P28223	Cpdb_v4.1
SLC18A1_TPH2	HTR2A	COMPLEX:P54219_Q8IWU9	P28223	Cpdb_v4.1
SLC18A2_TPH2	HTR2A	COMPLEX:Q05940_Q8IWU9	P28223	Cpdb_v4.1
SLC6A4_TPH2	HTR2A	COMPLEX:P31645_Q8IWU9	P28223	Cpdb_v4.1
SLC18A1_TPH1	HTR2B	COMPLEX:P17752_P54219	P41595	Cpdb_v4.1
SLC18A2_TPH1	HTR2B	COMPLEX:P17752_Q05940	P41595	Cpdb_v4.1
SLC6A4_TPH1	HTR2B	COMPLEX:P17752_P31645	P41595	Cpdb_v4.1
SLC18A1_TPH2	HTR2B	COMPLEX:P54219_Q8IWU9	P41595	Cpdb_v4.1
SLC18A2_TPH2	HTR2B	COMPLEX:Q05940_Q8IWU9	P41595	Cpdb_v4.1
SLC6A4_TPH2	HTR2B	COMPLEX:P31645_Q8IWU9	P41595	Cpdb_v4.1
SLC18A1_TPH1	HTR2C	COMPLEX:P17752_P54219	P28335	Cpdb_v4.1
SLC18A2_TPH1	HTR2C	COMPLEX:P17752_Q05940	P28335	Cpdb_v4.1
SLC6A4_TPH1	HTR2C	COMPLEX:P17752_P31645	P28335	Cpdb_v4.1
SLC18A1_TPH2	HTR2C	COMPLEX:P54219_Q8IWU9	P28335	Cpdb_v4.1
SLC18A2_TPH2	HTR2C	COMPLEX:Q05940_Q8IWU9	P28335	Cpdb_v4.1
SLC6A4_TPH2	HTR2C	COMPLEX:P31645_Q8IWU9	P28335	Cpdb_v4.1
SLC18A1_TPH1	HTR4	COMPLEX:P17752_P54219	Q13639	Cpdb_v4.1
SLC18A2_TPH1	HTR4	COMPLEX:P17752_Q05940	Q13639	Cpdb_v4.1
SLC6A4_TPH1	HTR4	COMPLEX:P17752_P31645	Q13639	Cpdb_v4.1
SLC18A1_TPH2	HTR4	COMPLEX:P54219_Q8IWU9	Q13639	Cpdb_v4.1
SLC18A2_TPH2	HTR4	COMPLEX:Q05940_Q8IWU9	Q13639	Cpdb_v4.1
SLC6A4_TPH2	HTR4	COMPLEX:P31645_Q8IWU9	Q13639	Cpdb_v4.1
SLC18A1_TPH1	HTR5A	COMPLEX:P17752_P54219	P47898	Cpdb_v4.1
SLC18A2_TPH1	HTR5A	COMPLEX:P17752_Q05940	P47898	Cpdb_v4.1
SLC6A4_TPH1	HTR5A	COMPLEX:P17752_P31645	P47898	Cpdb_v4.1
SLC18A1_TPH2	HTR5A	COMPLEX:P54219_Q8IWU9	P47898	Cpdb_v4.1
SLC18A2_TPH2	HTR5A	COMPLEX:Q05940_Q8IWU9	P47898	Cpdb_v4.1
SLC6A4_TPH2	HTR5A	COMPLEX:P31645_Q8IWU9	P47898	Cpdb_v4.1
SLC18A1_TPH1	HTR6	COMPLEX:P17752_P54219	P50406	Cpdb_v4.1
SLC18A2_TPH1	HTR6	COMPLEX:P17752_Q05940	P50406	Cpdb_v4.1
SLC6A4_TPH1	HTR6	COMPLEX:P17752_P31645	P50406	Cpdb_v4.1
SLC18A1_TPH2	HTR6	COMPLEX:P54219_Q8IWU9	P50406	Cpdb_v4.1
SLC18A2_TPH2	HTR6	COMPLEX:Q05940_Q8IWU9	P50406	Cpdb_v4.1
SLC6A4_TPH2	HTR6	COMPLEX:P31645_Q8IWU9	P50406	Cpdb_v4.1
SLC18A1_TPH1	HTR7	COMPLEX:P17752_P54219	P34969	Cpdb_v4.1
SLC18A2_TPH1	HTR7	COMPLEX:P17752_Q05940	P34969	Cpdb_v4.1
SLC6A4_TPH1	HTR7	COMPLEX:P17752_P31645	P34969	Cpdb_v4.1
SLC18A1_TPH2	HTR7	COMPLEX:P54219_Q8IWU9	P34969	Cpdb_v4.1
SLC18A2_TPH2	HTR7	COMPLEX:Q05940_Q8IWU9	P34969	Cpdb_v4.1
SLC6A4_TPH2	HTR7	COMPLEX:P31645_Q8IWU9	P34969	Cpdb_v4.1
CGA_CGB1	LHCGR	COMPLEX:A6NKQ9_P01215	P22888	Cpdb_v4.1
CGA_CGB2	LHCGR	COMPLEX:P01215_Q6NT52	P22888	Cpdb_v4.1
CGA_CGB3	LHCGR	COMPLEX:P01215_P0DN86	P22888	Cpdb_v4.1
CGA_CGB7	LHCGR	COMPLEX:P01215_P0DN87	P22888	Cpdb_v4.1
